BuyerRef	DeliveryDate	PaymentDuration	TotalPrice
66	2004-07-04	101	53135.45
66	2005-01-01	65	205208.87
66	2005-01-10	61	221609.08
66	2004-06-21	52	279057.82
66	2003-08-30	15	438474.05
66	2003-09-28	10	8171
67	2004-02-01	68	225473.22
67	2005-05-27	64	24966.65
67	2003-11-12	62	507105.94
67	2004-08-01	58	130762.77
67	2004-03-02	47	326741.36
67	2004-06-18	44	263906.62
67	2003-08-06	42	149496.3
67	2003-10-08	41	174469.95
67	2003-07-29	37	271127.68
67	2003-10-23	34	449670.11
67	2004-02-11	20	111211.55
68	2003-08-18	72	548868.18
68	2004-12-16	65	142925.27
68	2003-11-27	64	391813.97
68	2004-05-01	50	67845.77
68	2003-02-21	49	52689.37
68	2004-03-05	22	39513.4
68	2003-11-01	21	310639.81
68	2004-07-01	14	57649.8
68	2005-07-23	12	25827.73
68	2003-07-30	11	80944.53
68	2003-09-08	10	26923.04
68	2004-04-28	9	9780.69
68	2004-06-17	7	52492.7
68	2003-04-15	1	79624.1
68	2004-12-27	1	4310.62
69	2004-06-20	82	126183.32
69	2004-11-07	71	15348.96
69	2005-02-19	66	115638.03
69	2005-04-06	65	57293.91
69	2003-02-08	61	68868.38
69	2003-05-16	61	153151.06
69	2003-07-09	50	4824.1
69	2003-12-11	50	26699.88
69	2004-04-16	49	380703.16
69	2003-05-20	48	63325.34
69	2005-06-30	43	7231.97
69	2003-08-28	38	103743.65
69	2003-04-23	29	158765.17
69	2004-12-12	27	28390.18
69	2003-06-24	25	39777.57
69	2003-11-27	9	13737.68
69	2004-04-21	4	89110.32
69	2004-01-31	4	18759.65
70	2003-09-20	117	66572.56
70	2004-05-21	81	13894.56
70	2004-10-12	55	144407.01
70	2004-05-19	42	28073.95
70	2005-01-16	37	182275.06
70	2003-11-08	28	46553.97
70	2004-10-14	21	56413.89
70	2004-10-29	20	40605.92
71	2005-01-22	103	68824.8
71	2004-11-18	100	30654.27
71	2003-01-26	99	6497.29
71	2003-07-27	82	111804.22
71	2004-05-01	56	97749.69
71	2005-04-02	55	283479.16
71	2004-06-10	54	340146.86
71	2004-07-30	51	117568.25
71	2005-06-21	49	75767.34
71	2005-03-09	40	81125.21
71	2005-07-19	40	91509.12
71	2005-04-27	34	52141.51
71	2005-04-11	29	53006.96
71	2004-07-20	9	111637.12
71	2003-11-04	8	224209.63
71	2004-12-06	3	67640
71	2005-05-23	2	77146.44
72	2005-04-11	120	237442.54
72	2004-09-02	109	255450.47
72	2004-06-19	85	21822.44
72	2005-03-30	76	65762.44
72	2003-08-07	74	121176.17
72	2005-05-12	73	40699.13
72	2003-03-06	61	104195.52
72	2005-01-16	61	83799.3
72	2004-06-05	59	58176.06
72	2005-06-25	56	142037.42
72	2004-09-11	52	108247.58
72	2005-06-22	45	713053.95
72	2003-06-09	37	25533.88
72	2003-04-27	30	201148.73
72	2003-05-18	21	427477.67
72	2003-10-17	12	152913.01
72	2003-06-25	11	221880.04
72	2004-01-04	11	74568.5
72	2005-04-09	8	3293.38
72	2003-08-21	6	25028.15
73	2003-08-20	68	71948.06
73	2003-07-20	58	63398.12
73	2005-03-26	58	17038
73	2003-09-28	55	380210.34
73	2005-03-19	52	83998.39
73	2003-10-07	47	28739.53
73	2003-08-08	29	106925.79
73	2003-11-04	15	100173.61
73	2003-11-27	13	511037.62
74	2003-07-31	85	16984.03
74	2003-12-31	76	119747.78
74	2005-04-27	76	136705.41
74	2005-05-23	65	64049.44
74	2003-07-10	57	46409.77
74	2005-05-07	57	31189.64
74	2005-02-10	53	2611.98
74	2004-12-15	52	85738.44
74	2004-08-19	51	157861.74
74	2004-12-12	50	144292.73
74	2003-11-01	48	213357.48
74	2003-12-21	46	2654.1
74	2005-01-27	46	224308.79
74	2003-10-06	40	240816.82
74	2003-11-03	37	37335.07
74	2003-10-08	29	2795.03
74	2003-12-13	26	5293.45
74	2005-05-27	25	59213.32
74	2004-04-13	10	45667.95
74	2003-07-20	8	133453.34
75	2005-03-09	81	319746.9
75	2005-07-18	78	85366.99
75	2005-02-04	46	302784.71
75	2004-09-08	45	107691.39
75	2003-09-12	41	264440.98
75	2003-04-18	27	353749.04
75	2004-12-19	27	3846.17
75	2005-01-16	22	10130.94
75	2004-09-20	21	32748.1
75	2003-08-27	20	157338.63
75	2003-11-07	17	11137.42
75	2005-01-20	17	193733.39
75	2005-05-11	17	67813.11
75	2004-08-22	16	86193.38
75	2003-01-24	15	202659.97
75	2003-09-25	11	61643.23
75	2003-08-28	8	53603.05
75	2004-11-08	5	172796.75
76	2004-11-26	107	420482.85
76	2003-06-26	79	88157.02
76	2003-09-28	79	240599.86
76	2005-06-10	73	136046.11
76	2003-04-01	69	337482.82
76	2003-11-06	64	9486.6
76	2003-04-12	60	202092.53
76	2003-08-31	55	128691.59
76	2003-10-24	49	98655.6
76	2003-04-28	45	39816.45
76	2005-06-15	27	3611.12
76	2004-08-12	24	108000.29
76	2003-02-02	12	99855.34
76	2003-03-15	10	29343.5
76	2003-11-10	1	2214.62
77	2004-12-19	88	12469.33
77	2003-10-23	76	22159.44
77	2004-09-11	44	195993.65
77	2003-08-05	40	97426.17
77	2003-04-22	26	125976.07
77	2003-08-28	26	39000.18
77	2004-05-11	22	36509.08
77	2003-01-27	10	36100.02
77	2005-02-05	8	750.63
78	2003-06-16	112	269226.1
78	2003-06-22	109	22342.64
78	2004-12-24	103	68778.67
78	2003-10-02	74	163272.98
78	2005-04-13	69	157827.41
78	2005-07-09	68	313951.69
78	2004-07-08	60	49229.72
78	2005-04-14	55	282132.56
78	2003-10-04	50	3633.58
78	2003-11-11	48	239166.35
78	2004-02-18	39	91431.61
78	2003-08-08	35	55896.7
78	2004-08-10	35	668802.36
78	2005-03-29	23	154727.81
78	2003-09-20	13	209243.91
78	2005-01-05	8	87830.7
78	2004-05-04	6	261669.98
79	2004-08-02	126	140102.94
79	2003-11-17	98	38743.58
79	2003-11-24	96	138619.79
79	2004-01-28	74	85992.48
79	2004-09-24	66	243948.19
79	2003-11-28	62	305417.96
79	2005-01-06	41	163136.1
79	2003-12-02	18	78224.96
79	2004-09-14	16	80592.61
79	2004-11-24	14	728194.27
79	2005-01-17	4	145166.05
80	2003-02-24	88	75122.7
80	2005-04-30	78	88829.69
80	2003-12-04	62	230426.81
80	2004-08-09	62	45743.54
80	2004-02-16	57	11892.51
80	2003-01-21	49	40677.32
80	2003-03-09	46	86584.21
80	2003-04-01	44	64600.8
80	2005-02-12	27	44855.73
80	2004-10-20	26	19937.84
80	2003-04-22	22	356968.67
80	2004-07-05	15	157224.98
80	2004-03-22	8	87773.07
80	2004-05-12	6	52326.57
80	2005-04-11	4	15837.36
81	2004-12-02	64	163594.27
81	2005-02-21	57	22976.36
81	2003-03-29	54	173580.79
81	2004-08-09	42	157041.24
81	2005-07-30	37	74666.54
81	2003-08-28	29	96417.03
81	2003-04-01	23	348221.48
81	2004-08-23	18	327350.57
81	2003-12-01	10	380152.61
81	2005-02-12	2	52515.59
81	2003-11-10	2	232843.74
82	2004-07-10	97	17051.92
82	2005-06-08	83	34495.24
82	2004-09-27	81	155440.42
82	2005-01-07	77	4673.51
82	2003-09-11	59	837254.22
82	2005-02-26	53	316285.28
82	2003-04-16	52	122202.41
82	2005-05-21	52	38536.02
82	2003-03-02	47	50892.44
82	2003-07-13	46	78867.65
82	2005-02-19	29	356570.88
82	2004-06-27	22	60198.85
82	2005-01-24	22	48374.8
82	2003-03-12	20	1408.6
82	2005-05-17	7	98478.14
82	2005-05-21	1	17765.03
83	2003-05-28	81	113065.22
83	2003-10-23	47	540306.72
83	2004-11-04	40	133655.95
83	2003-08-14	29	31989.86
83	2003-09-30	26	113310.03
83	2003-10-05	21	95454.02
83	2004-10-15	21	252787.95
83	2003-08-30	19	104181.38
83	2003-06-17	18	167433.59
83	2004-11-03	13	102846.02
83	2004-03-12	11	33318.55
83	2004-10-21	10	83396.12
83	2003-08-11	9	7885.65
83	2003-10-07	5	5685.29
83	2003-02-14	4	127812.95
83	2004-11-08	4	17419.11
83	2005-03-08	1	46929.68
84	2004-06-28	123	197668.92
84	2004-08-21	108	5120.14
84	2003-06-13	69	1404670.74
84	2003-02-06	55	314762.4
84	2005-02-12	47	196951.01
84	2003-07-13	46	241031.76
84	2004-03-06	46	33178.96
84	2004-03-12	35	501031.07
84	2005-03-26	19	58110.71
84	2003-05-13	18	293367.23
84	2004-06-26	14	44280.2
85	2003-05-24	104	274793.05
85	2003-09-17	97	101518.94
85	2005-06-27	82	39708.16
85	2003-04-08	69	33367.13
85	2004-05-01	69	2786.59
85	2003-02-18	67	192000
85	2003-11-28	67	43675.25
85	2005-04-17	59	54375.84
85	2004-10-30	57	23081.11
85	2004-04-11	27	159719.7
85	2004-08-08	21	112394.62
85	2005-06-04	14	19312.86
85	2004-11-21	11	418273.78
85	2004-07-14	9	248621.43
85	2004-09-07	9	51162.07
85	2004-12-27	1	17064.12
86	2004-03-26	118	78443.07
86	2003-09-16	80	364512.37
86	2004-03-18	71	202969.03
86	2004-08-31	55	15791.29
86	2004-06-11	54	1506337.82
86	2004-01-10	51	157683.27
86	2003-08-13	50	157168.63
86	2005-05-21	44	186657.24
86	2005-06-11	41	66905.05
86	2003-11-12	26	133407.45
86	2003-09-23	22	736557.52
86	2003-10-15	22	23093.57
86	2004-10-24	19	23959.26
86	2004-03-19	13	164321.33
86	2004-01-26	2	297204.94
87	2004-06-04	128	176376.34
87	2004-12-11	118	67109.89
87	2004-03-16	82	90877.86
87	2003-08-06	81	125131.25
87	2003-12-07	66	92677.55
87	2004-02-20	62	2968.19
87	2004-08-26	52	68181.23
87	2005-03-07	48	71041.49
87	2004-03-25	42	112278.19
87	2004-07-28	16	171160.87
87	2004-07-15	13	79078.71
88	2004-10-01	94	54029.81
88	2003-06-10	75	168488.6
88	2005-05-29	75	120014.14
88	2003-10-02	69	89959.15
88	2004-08-08	56	334200.51
88	2003-03-28	54	15686.14
88	2003-06-29	51	93350.28
88	2003-03-08	48	57676.13
88	2003-12-18	22	74803.37
88	2005-07-11	22	39811.83
88	2003-08-17	17	120628.45
88	2004-04-20	8	11849.55
88	2003-06-01	7	13408.46
88	2003-06-10	5	3675.9
89	2004-06-06	64	398613.99
89	2004-11-20	60	10568.5
89	2003-06-15	56	33998.56
89	2004-10-20	54	145471.11
89	2005-05-10	53	21896.19
89	2003-02-19	42	31062.39
89	2003-12-28	30	8592.93
89	2003-07-22	22	49425.04
89	2003-11-08	15	110100.45
89	2003-03-27	10	151991.06
90	2003-05-24	115	198944.73
90	2004-06-26	86	41917.98
90	2004-04-24	83	31934.03
90	2005-03-28	63	26885.19
90	2004-12-06	59	109013.99
90	2004-05-25	46	274861.34
90	2005-04-18	40	17793.88
90	2004-04-16	25	93811.99
90	2003-12-13	18	40987.4
90	2004-11-22	18	74613.86
91	2004-03-06	99	81248.8
91	2005-01-09	59	66854.79
91	2003-11-07	48	92821.33
91	2005-06-05	48	357567.19
91	2003-11-16	45	72927.19
91	2004-12-19	41	57210.17
91	2005-02-16	39	10327
91	2003-03-18	25	468508.64
91	2003-02-22	17	62279.68
91	2004-04-10	11	168770.06
91	2005-05-25	7	124501.7
91	2003-07-06	3	194408.8
91	2003-07-03	2	151955.4
91	2003-09-21	1	190886.61
92	2005-04-25	100	41698.46
92	2003-04-26	67	7444.35
92	2005-04-24	66	25207.5
92	2004-11-10	64	66946.2
92	2004-04-22	58	85044.08
92	2003-08-25	53	116891.22
92	2004-11-27	53	704973.25
92	2004-08-30	50	215340.72
92	2005-07-05	50	57130.63
92	2003-10-14	45	14729.48
92	2004-10-30	26	184002.84
92	2005-02-23	14	223989.19
92	2004-04-30	11	7345.31
92	2005-03-19	9	131495.88
92	2004-11-01	4	143674.72
93	2003-04-20	108	91357.38
93	2004-11-07	83	132481.12
93	2003-08-31	73	17336.98
93	2005-01-16	64	88137.35
93	2003-07-31	51	189492.41
93	2004-04-13	48	65831.9
93	2004-02-28	47	16372.61
93	2004-04-18	45	36342.7
93	2004-03-02	43	50793.14
93	2005-04-12	38	65430.96
93	2003-02-18	30	11965.23
93	2003-06-20	30	666114.92
93	2005-02-11	27	28709.17
93	2003-04-25	20	104053.29
93	2005-04-25	20	7879.41
93	2003-05-12	19	32659.21
93	2004-07-18	19	246429.27
93	2004-05-22	15	31043.88
93	2004-09-02	9	6437.55
93	2004-02-18	8	149475.86
93	2004-06-04	6	81741.56
94	2003-04-24	116	76889.65
94	2004-05-11	77	116352.96
94	2005-03-15	67	77693.67
94	2004-02-20	65	4363.24
94	2005-07-16	60	160054.36
94	2003-12-13	59	495744.78
94	2004-05-17	28	42457.79
94	2003-11-27	23	125187.78
95	2003-12-29	126	26742.14
95	2003-05-06	66	223059.15
95	2004-01-06	63	35727.22
95	2004-05-23	49	3360
95	2003-06-22	37	60912.46
95	2003-10-17	26	147993.06
95	2004-03-07	25	141183.43
95	2005-05-11	19	75012.58
95	2004-03-16	7	28206.05
96	2004-10-22	122	12648.41
96	2003-09-01	81	304494.31
96	2005-03-05	73	219190.67
96	2004-10-06	63	66524.46
96	2003-03-27	39	172358.47
96	2004-02-16	39	394939.85
96	2005-06-12	32	45658.48
96	2003-04-25	15	99939.68
96	2005-03-06	14	180317.94
96	2003-10-14	10	48621.37
96	2004-08-08	10	102226.76
96	2003-12-11	1	83179.53
97	2005-03-03	95	132006.28
97	2004-03-16	88	82860.64
97	2005-05-10	86	95730.07
97	2004-11-28	61	108740.19
97	2005-07-28	59	75266.6
97	2005-07-30	58	49049.86
97	2004-10-10	57	191771.8
97	2005-07-19	57	70489.65
97	2004-10-22	45	129485.7
97	2004-06-13	41	133677.44
97	2003-07-18	25	50470.71
97	2003-12-05	17	6702.9
97	2003-03-28	12	50424.64
97	2003-05-20	10	40470.56
97	2003-09-20	9	227832.27
97	2004-09-06	7	25414.36
97	2005-06-08	5	258888.91
97	2005-07-06	2	7025
98	2005-02-13	94	82981.46
98	2004-06-16	78	74090.6
98	2005-06-15	74	159091.83
98	2004-09-22	66	132717.15
98	2005-07-16	62	216905.78
98	2003-07-07	61	31026.6
98	2003-09-20	60	442378.16
98	2005-01-04	58	167143.2
98	2004-12-04	52	450705.67
98	2003-12-24	51	80132.05
98	2004-03-15	40	60216.89
98	2005-07-18	40	79117.84
98	2004-12-17	36	131611.6
98	2003-02-24	28	851415.85
98	2004-01-24	26	55677.11
98	2003-10-16	18	93644.97
98	2004-05-16	13	195832.79
98	2004-12-07	3	17503.73
99	2003-04-15	54	228405
99	2004-01-26	44	270002.93
99	2003-09-19	39	45858.01
99	2004-07-02	27	1033727.51
99	2003-03-12	7	44291.98
99	2005-03-05	7	123246.39
100	2003-09-06	126	103699.88
100	2003-03-10	123	723134.94
100	2004-09-09	105	601475.95
100	2003-10-20	101	5480.12
100	2003-10-11	66	237860.07
100	2003-03-15	63	203366.04
100	2003-06-17	55	185111.91
100	2004-08-27	38	1067185
100	2004-06-22	27	92645.62
100	2004-11-15	21	118610.84
100	2003-05-20	13	81169.91
100	2005-05-15	4	38177.43
100	2004-01-23	1	129870.93
101	2004-01-01	128	69328.49
101	2004-02-04	106	145411.43
101	2004-12-10	104	240091.01
101	2005-03-28	64	1065.26
101	2003-10-18	61	26127.76
101	2004-04-12	59	121258.3
101	2004-04-18	59	33331.22
101	2004-04-26	53	71227.67
101	2003-02-13	52	207970.25
101	2003-04-10	43	158234.39
101	2005-03-28	43	38349.52
101	2004-02-02	41	56492.84
101	2004-10-23	29	148800
101	2005-03-23	28	429996.28
101	2004-11-06	26	130756.75
101	2003-02-25	23	96239.17
101	2004-05-20	20	144177.06
101	2004-09-04	11	20071.22
101	2003-09-16	6	186546.25
101	2004-06-24	1	5116.95
102	2004-01-24	98	329318.58
102	2005-06-12	75	32635.63
102	2003-12-23	73	22785.68
102	2003-09-25	67	392.8
102	2003-11-26	66	79422.92
102	2003-11-08	58	99463.3
102	2003-03-06	57	198927.34
102	2003-04-21	49	84991.3
102	2003-04-17	39	275178.75
102	2003-12-29	39	10626.27
102	2004-01-01	38	112229.72
102	2004-02-27	29	58081.88
102	2003-08-23	13	130134.67
102	2004-02-05	13	48308.36
102	2005-01-12	10	71848.75
102	2003-01-13	8	8973.44
102	2003-10-29	2	55707.06
103	2004-08-18	99	46306.58
103	2003-08-08	72	27748.17
103	2004-04-15	66	337078.2
103	2004-10-16	41	71186.1
103	2003-05-11	36	8933.97
103	2004-10-05	26	77243.45
103	2005-07-23	25	44123.07
103	2003-04-27	23	98979.77
103	2004-02-20	20	778.47
103	2005-02-06	11	125910.52
104	2004-11-19	112	82019.57
104	2003-09-18	73	33809.32
104	2003-01-22	66	1977.5
104	2004-08-04	65	368322.89
104	2003-08-06	50	280204.17
104	2004-10-12	49	252389.19
104	2005-01-28	49	16289.24
104	2004-02-06	48	46269.79
104	2003-12-17	38	33539.29
104	2004-08-23	30	1830.99
104	2003-04-01	28	322051.85
104	2003-11-16	28	28715.12
104	2003-09-28	22	260055.39
104	2004-03-25	17	218535.13
105	2004-07-03	113	166420.24
105	2004-05-11	92	429791.94
105	2005-07-04	73	21379.78
105	2003-04-11	66	97302.01
105	2003-04-22	66	141365.87
105	2003-06-19	62	235351.43
105	2003-05-09	62	102697.95
105	2005-07-03	58	28229.34
105	2003-09-05	38	161052.07
105	2004-12-05	37	105595.55
105	2004-04-06	30	24004.7
105	2003-05-13	29	19882.85
105	2003-10-16	28	11179.79
105	2003-08-07	22	25004.79
105	2004-05-27	19	256277.06
105	2004-06-04	14	1392826.57
105	2004-07-08	10	14767.22
105	2004-06-12	9	10659.99
106	2003-06-02	123	116501.35
106	2005-04-18	112	114614.33
106	2003-09-26	107	77758.04
106	2003-12-21	89	182503.13
106	2004-07-12	80	43054.36
106	2003-12-17	78	63722.56
106	2005-07-18	64	223233.27
106	2004-12-25	57	183062.06
106	2004-09-25	54	194285.03
106	2004-01-23	51	42511.25
106	2003-12-13	49	665641.74
106	2004-06-16	49	103223.36
106	2003-11-18	44	9835.1
106	2005-04-04	38	54987.45
106	2004-03-25	37	230910
106	2004-01-25	29	280107.92
106	2003-10-02	28	24774.86
106	2004-08-02	25	2853.47
106	2003-09-16	22	304468.16
106	2003-09-26	15	136983.85
106	2003-08-22	13	148036.02
106	2003-12-22	10	541395.37
106	2004-11-02	8	116009.06
107	2004-08-18	81	40593.24
107	2003-11-07	65	36641.21
107	2005-03-23	56	171263.63
107	2005-06-17	55	242218.33
107	2003-12-20	51	197665.58
107	2004-03-04	49	436125.19
107	2004-06-10	47	39965.41
107	2005-02-16	35	40636.53
107	2004-03-02	21	194492.34
107	2004-01-04	8	78629.61
108	2004-01-28	104	80204.62
108	2004-04-15	95	170000.11
108	2003-10-24	86	41945.77
108	2004-09-13	60	71251.28
108	2004-06-05	48	108890.89
108	2005-05-31	45	50690.02
108	2005-07-29	45	74639.04
108	2004-01-11	42	78455.87
108	2004-11-30	42	8473.07
108	2003-09-20	39	230992.87
108	2003-04-18	29	4050.3
108	2004-12-05	26	2714.75
108	2003-11-15	23	37174.13
108	2004-07-07	17	423413.04
108	2004-02-23	8	14509.28
108	2003-06-27	4	128986.45
109	2004-03-21	107	199690.39
109	2004-06-03	69	226840.29
109	2004-08-01	67	131986.98
109	2005-01-05	66	63364.45
109	2005-05-27	63	308451.19
109	2004-06-15	58	298302.03
109	2005-03-18	54	38145.54
109	2005-04-11	50	251566.61
109	2005-01-10	41	155986.01
109	2004-03-03	27	121964.64
109	2005-07-14	27	35829.21
109	2003-04-26	23	421418.33
109	2005-02-02	20	245157.04
109	2004-03-10	15	82531.14
109	2003-03-30	11	498601.82
109	2003-10-21	8	105368.32
109	2003-10-03	1	227565.94
110	2004-05-16	82	32484.63
110	2003-06-21	80	33857.76
110	2003-12-15	67	186208.76
110	2004-07-27	60	12350.11
110	2004-06-13	59	7177.5
110	2003-09-27	48	167518.63
110	2005-01-10	41	182332.29
110	2004-02-22	25	74610.33
110	2004-11-20	23	69023.15
110	2003-06-13	20	149257.76
110	2003-07-17	18	893.67
110	2003-08-13	9	167771.88
110	2005-03-10	2	282767.75
111	2003-02-08	88	2408.82
111	2004-05-04	78	27929.35
111	2004-07-03	69	196170.87
111	2005-02-09	63	19036.34
111	2005-03-06	57	174109.7
111	2005-03-20	49	388713.32
111	2004-03-06	48	227551.74
111	2003-03-27	44	74629.39
111	2003-12-11	43	93186.64
111	2005-07-29	42	7022.38
111	2005-06-19	28	196852.58
111	2005-05-05	27	38607.5
111	2003-10-04	26	439932.67
111	2003-10-19	8	120744.29
111	2004-02-20	8	386619.64
112	2004-02-20	104	36771.33
112	2004-02-07	77	256149.81
112	2003-10-13	63	161075.4
112	2003-07-16	48	24442.32
112	2004-05-19	36	29980.83
112	2004-07-05	23	2997.37
112	2003-06-06	20	173980.79
112	2003-03-11	4	1280873.94
113	2005-07-25	80	273323.78
113	2003-11-21	75	39900.25
113	2003-04-20	72	21573.21
113	2004-01-03	59	171350.31
113	2003-10-24	49	145302.96
113	2003-04-09	43	83514.36
113	2003-03-24	41	19698.44
113	2005-02-20	37	245192.87
113	2004-12-27	37	17964.12
113	2003-08-08	26	140136.5
113	2003-12-28	23	102323.86
113	2004-07-23	16	23356.69
113	2004-11-24	15	223724.17
114	2005-02-03	68	73002.44
114	2004-12-12	64	284065.28
114	2005-04-11	63	431350.89
114	2003-11-02	55	143504.73
114	2004-06-15	52	21726.24
114	2004-12-24	49	200023.2
114	2005-01-08	48	430194.51
114	2005-05-18	43	337123.72
114	2004-09-10	41	76175.87
114	2004-11-22	35	2007.75
114	2005-07-30	26	713613.36
114	2005-04-03	9	75383.22
114	2004-09-12	5	62899.93
115	2003-04-29	81	32940.62
115	2003-09-07	68	383482.73
115	2004-08-13	66	66838.85
115	2003-07-22	64	138527.18
115	2005-05-11	57	452655.4
115	2004-02-25	56	236632.55
115	2004-09-05	43	81611.22
115	2004-09-10	38	167228.58
115	2005-03-27	33	154848.06
115	2004-12-29	29	317778.77
115	2003-10-23	23	3992.22
115	2003-08-09	22	200577.07
115	2004-03-06	20	4041.91
115	2004-07-21	8	29508.6
116	2004-10-17	128	27040.35
116	2003-07-27	119	84650.42
116	2003-12-28	76	264422.34
116	2004-07-16	46	89136.08
116	2005-04-21	45	9827.31
116	2005-03-31	40	4521.38
116	2005-07-07	40	145497.13
116	2003-01-23	39	3600.38
116	2004-08-16	38	24988.88
116	2005-03-19	29	126182.65
116	2003-03-31	19	12800.06
116	2005-06-06	18	1469.4
116	2003-06-06	12	45629.61
116	2005-04-22	11	219512.41
116	2005-06-29	3	13122.56
116	2003-05-02	1	112840.5
116	2004-07-23	1	44373.36
117	2005-07-31	67	279868.59
117	2004-05-25	64	18035.61
117	2004-01-30	63	68865.3
117	2003-11-25	61	34957.97
117	2005-01-17	59	331554.83
117	2004-06-10	56	163409.84
117	2004-07-08	51	216979.9
117	2005-06-21	51	15074.2
117	2005-05-30	46	58104.23
117	2003-09-08	45	95107.19
117	2004-08-19	45	1122.96
117	2004-05-06	37	32748.78
117	2005-04-29	24	101239.78
117	2004-07-06	23	67317.37
117	2003-03-31	21	71090.65
117	2004-04-15	19	242590.78
117	2004-03-12	5	110507.82
117	2004-08-04	1	78802.53
118	2004-03-15	103	669922.19
118	2005-07-14	66	34829
118	2003-02-05	65	47115.96
118	2003-07-23	47	84876.17
118	2003-08-07	41	37315.69
118	2003-02-25	38	94525.66
118	2005-04-26	37	648.34
118	2003-09-27	30	12399.48
118	2003-10-31	18	65459.74
118	2004-03-06	3	22686.39
119	2004-12-18	66	164275.32
119	2003-10-19	62	431021.61
119	2005-07-12	61	20621.07
119	2004-09-19	57	3557.9
119	2004-05-02	44	366.94
119	2003-10-02	40	58113.84
119	2005-03-29	29	10790.4
119	2003-09-07	10	30723.11
119	2003-11-12	7	66921.15
120	2005-05-07	105	10264.83
120	2003-01-26	87	17557.59
120	2003-11-26	85	171721.02
120	2005-06-27	83	107443.13
120	2004-07-06	78	62772.21
120	2005-01-11	59	179451.09
120	2004-09-13	58	28740.61
120	2005-07-26	57	2007.75
120	2003-10-05	50	385155.91
120	2004-02-08	38	75720.08
120	2004-05-04	35	95829.64
120	2004-12-03	29	48551.35
120	2003-08-22	1	50513.39
121	2004-09-03	122	132256.41
121	2004-07-17	100	13457.43
121	2004-01-13	85	81700.15
121	2005-06-02	73	40993.86
121	2003-08-23	67	124973.83
121	2003-02-16	64	5236.36
121	2004-09-14	64	255878.16
121	2003-06-08	48	199846.49
121	2004-02-24	48	223312.95
121	2003-03-07	28	219098.57
121	2004-01-04	26	139212.33
121	2004-08-14	7	57073.56
121	2005-02-21	5	7385.77
122	2003-10-11	113	47777.96
122	2003-03-29	102	78618.85
122	2005-02-03	75	65945.86
122	2004-03-29	74	39127.64
122	2003-07-30	64	69212.03
122	2005-05-05	64	33012.12
122	2003-07-07	58	48161.25
122	2003-10-29	50	6716.58
122	2003-07-08	46	38844.2
122	2003-09-11	40	95897.29
122	2005-02-08	35	57769.69
122	2004-08-12	25	621459.4
122	2003-02-25	20	21562.08
122	2003-10-28	9	54595.96
123	2004-06-19	104	318475
123	2004-12-29	84	42857.38
123	2003-04-30	78	89414.14
123	2003-10-02	50	177648.44
123	2005-01-06	40	80463.72
123	2004-05-14	20	53130.68
123	2004-11-01	15	80793.29
123	2004-07-29	12	31728.98
124	2003-12-02	105	143668.66
124	2005-04-27	105	85868.18
124	2004-04-10	104	192487.08
124	2003-05-31	98	105583.66
124	2004-08-05	90	115187.08
124	2004-09-21	62	278723.65
124	2004-04-21	59	84317.63
124	2005-07-20	53	9024.15
124	2003-11-05	44	308635.06
124	2003-03-10	42	125542.65
124	2005-05-02	28	236434.81
124	2003-12-30	27	18361.82
124	2004-01-01	22	27904.83
124	2004-01-06	11	33714.2
124	2003-10-14	9	61566.7
124	2004-11-28	9	306965.26
124	2003-05-05	8	36099.97
124	2005-04-17	4	74324.52
125	2003-12-05	96	57275.83
125	2003-07-28	74	32365.96
125	2003-08-14	74	8637.41
125	2005-03-27	39	85646.78
125	2005-02-17	27	104306.49
125	2005-05-17	21	37476.73
126	2005-07-16	68	14154.92
126	2004-11-05	53	223186.98
126	2003-10-30	50	164375.34
126	2003-10-11	49	53823
126	2004-03-23	39	52464.58
126	2005-05-02	38	44502.02
126	2003-10-22	26	55190.03
126	2005-04-28	14	171928.09
126	2005-07-18	12	26379.08
126	2003-04-17	4	409689.02
127	2003-02-27	86	44744.31
127	2005-06-21	72	94321.13
127	2003-08-10	61	68062.55
127	2004-04-26	59	81791.39
