PRODUCT;STORE;TDATE;CUSTNUM;UNITS;PROMOTION
Claret;NC1;2000-01-11 0:00:00;350;3;1
Cabernet Sauvignon;NC3;2000-01-18 0:00:00;350;2;1
Claret;NW1;2000-01-09 0:00:00;351;5;1
Chardonnay;SW4;2000-01-06 0:00:00;351;2;1
Cabernet Sauvignon;NE3;2000-01-17 0:00:00;352;3;1
Blanc de Blanc Brut;ME1;2000-01-28 0:00:00;352;3;1
Cabernet Sauvignon;SE2;2000-01-15 0:00:00;352;4;1
Zinfandel Blanc de Noir;SW2;2000-01-12 0:00:00;352;3;1
Merlot;NE3;2000-01-01 0:00:00;353;5;0
Claret;MC2;2000-01-20 0:00:00;353;2;1
Chardonnay;NW3;2000-01-02 0:00:00;354;5;1
Sauvignon Blanc;NC2;2000-01-29 0:00:00;354;2;1
Cabernet Sauvignon;NC3;2000-01-29 0:00:00;354;2;1
Zinfandel Blanc de Noir;MC1;2000-01-30 0:00:00;354;2;1
Zinfandel Blanc de Noir;MC2;2000-01-27 0:00:00;354;2;1
Brut--Reserve;MC2;2000-01-28 0:00:00;354;4;1
Sauvignon Blanc;MW3;2000-01-29 0:00:00;355;5;1
Riesling;NC3;2000-01-14 0:00:00;355;1;1
Blanc de Blanc Brut;MC2;2000-01-10 0:00:00;355;3;1
Zinfandel Blanc;NE1;2000-01-23 0:00:00;356;2;1
Sauvignon Blanc;SE2;2000-01-26 0:00:00;356;3;1
Pinot Noir;NW3;2000-01-28 0:00:00;356;5;1
Chardonnay;MW2;2000-01-20 0:00:00;356;1;1
Blanc de Blanc Brut;SW2;2000-01-11 0:00:00;356;5;1
Chablis;SW3;2000-01-03 0:00:00;356;3;1
Riesling;NE2;2000-01-20 0:00:00;357;5;1
Zinfandel Blanc;ME1;2000-01-08 0:00:00;357;2;1
Chardonnay;SE2;2000-01-12 0:00:00;357;1;1
Riesling;MW1;2000-01-12 0:00:00;357;2;1
Brut--Reserve;SW2;2000-01-12 0:00:00;357;1;1
Zinfandel Blanc de Noir;NC1;2000-01-19 0:00:00;357;4;1
Claret;ME1;2000-01-19 0:00:00;358;2;1
Zinfandel Blanc de Noir;NW1;2000-01-16 0:00:00;358;5;1
Zinfandel Blanc de Noir;MW3;2000-01-11 0:00:00;358;2;1
Riesling;SW1;2000-01-30 0:00:00;358;5;1
Blanc de Blanc Brut;NC3;2000-01-16 0:00:00;358;3;1
Zinfandel Blanc;MC2;2000-01-21 0:00:00;358;4;1
Pinot Noir;MW1;2000-01-13 0:00:00;359;5;1
Pinot Noir;MW3;2000-01-14 0:00:00;359;4;1
Claret;NC1;2000-01-19 0:00:00;359;3;1
Chardonnay;NC2;2000-01-08 0:00:00;359;3;1
Cabernet Sauvignon;MC1;2000-01-07 0:00:00;359;4;1
Blanc de Blanc Brut;MC2;2000-01-17 0:00:00;359;3;1
Claret;MC3;2000-01-16 0:00:00;359;4;1
Claret;ME1;2000-01-15 0:00:00;360;4;1
Merlot;ME2;2000-01-22 0:00:00;360;5;1
Zinfandel Blanc;SE2;2000-01-30 0:00:00;360;4;1
Chardonnay;NW2;2000-01-09 0:00:00;360;4;1
Pinot Noir;MW2;2000-01-25 0:00:00;360;4;1
Sauvignon Blanc;MW2;2000-01-11 0:00:00;360;3;1
Cabernet Sauvignon;SW3;2000-01-20 0:00:00;360;2;1
Blanc de Blanc Brut;ME2;2000-01-12 0:00:00;361;4;1
Pinot Noir;SE3;2000-01-30 0:00:00;361;3;1
Chardonnay;SW1;2000-01-13 0:00:00;361;4;1
Zinfandel Blanc de Noir;SW2;2000-01-28 0:00:00;361;1;1
Blanc de Blanc Brut;NC1;2000-01-28 0:00:00;361;2;1
Chablis;MC1;2000-01-28 0:00:00;361;3;1
Chablis;MC1;2000-01-26 0:00:00;361;2;1
Merlot;MC2;2000-01-17 0:00:00;361;4;1
Pinot Noir;MC3;2000-01-05 0:00:00;361;1;1
Merlot;NE2;2000-01-09 0:00:00;362;5;1
Merlot;SE3;2000-01-16 0:00:00;362;1;1
Brut--Reserve;NW3;2000-01-17 0:00:00;362;4;1
Merlot;SW1;2000-01-06 0:00:00;362;1;1
Chablis;SW1;2000-01-12 0:00:00;362;3;1
Brut--Reserve;SW2;2000-01-13 0:00:00;362;2;1
Chardonnay;NC1;2000-01-11 0:00:00;362;2;1
Chablis;NC3;2000-01-29 0:00:00;362;3;1
Chablis;SW1;2000-01-11 0:00:00;363;2;1
Pinot Noir;MC1;2000-01-08 0:00:00;363;5;1
Zinfandel Blanc de Noir;MC3;2000-01-08 0:00:00;363;2;1
Sauvignon Blanc;NE2;2000-01-14 0:00:00;364;4;1
Riesling;NW1;2000-01-19 0:00:00;364;3;1
Sauvignon Blanc;MW2;2000-01-05 0:00:00;364;5;1
Riesling;MW3;2000-01-27 0:00:00;364;4;1
Blanc de Blanc Brut;SW4;2000-01-22 0:00:00;364;2;1
Sauvignon Blanc;NE1;2000-01-20 0:00:00;365;5;1
Brut--Reserve;SE1;2000-01-04 0:00:00;365;4;1
Blanc de Blanc Brut;NW1;2000-01-16 0:00:00;365;1;1
Sauvignon Blanc;NE1;2000-01-20 0:00:00;366;3;1
Chablis;SE1;2000-01-08 0:00:00;366;4;1
Zinfandel Blanc;SW2;2000-01-17 0:00:00;366;3;1
Zinfandel Blanc;NC2;2000-01-26 0:00:00;366;4;1
Blanc de Blanc Brut;MC1;2000-01-26 0:00:00;366;4;1
Claret;ME2;2000-01-25 0:00:00;367;2;1
Pinot Noir;NW2;2000-01-07 0:00:00;367;3;1
Merlot;SW1;2000-01-20 0:00:00;367;5;1
Blanc de Blanc Brut;SW4;2000-01-29 0:00:00;367;4;1
Brut--Reserve;NC3;2000-01-27 0:00:00;367;2;1
Sauvignon Blanc;MC2;2000-01-18 0:00:00;367;3;1
Zinfandel Blanc de Noir;ME2;2000-01-25 0:00:00;368;5;1
Brut--Reserve;MW2;2000-01-28 0:00:00;368;1;1
Riesling;MW3;2000-01-20 0:00:00;368;4;1
Riesling;SW3;2000-01-28 0:00:00;368;4;1
Sauvignon Blanc;NC1;2000-01-02 0:00:00;368;4;1
Zinfandel Blanc;NW1;2000-01-10 0:00:00;369;4;1
Brut--Reserve;NW2;2000-01-12 0:00:00;369;4;1
Merlot;MW2;2000-01-27 0:00:00;369;3;1
Chardonnay;MC2;2000-01-20 0:00:00;369;3;1
Merlot;NE2;2000-01-18 0:00:00;370;4;1
Chardonnay;ME2;2000-01-02 0:00:00;370;5;1
Brut--Reserve;MW1;2000-01-26 0:00:00;370;5;1
Claret;NE1;2000-01-05 0:00:00;371;2;1
Blanc de Blanc Brut;NE3;2000-01-08 0:00:00;371;2;1
Brut--Reserve;SE2;2000-01-02 0:00:00;371;4;1
Sauvignon Blanc;MW3;2000-01-07 0:00:00;371;1;1
Cabernet Sauvignon;SW1;2000-01-01 0:00:00;371;4;0
Chardonnay;NC3;2000-01-13 0:00:00;371;2;1
Cabernet Sauvignon;MC1;2000-01-05 0:00:00;371;2;1
Chardonnay;NW1;2000-01-28 0:00:00;372;3;1
Riesling;SW3;2000-01-19 0:00:00;372;4;1
Zinfandel Blanc de Noir;NC3;2000-01-02 0:00:00;372;2;1
Blanc de Blanc Brut;MC2;2000-01-11 0:00:00;372;1;1
Zinfandel Blanc;SW1;2000-01-30 0:00:00;373;2;1
Zinfandel Blanc;SW1;2000-01-19 0:00:00;373;3;1
Pinot Noir;SW2;2000-01-17 0:00:00;373;4;1
Merlot;NC1;2000-01-02 0:00:00;373;5;1
Cabernet Sauvignon;NC2;2000-01-28 0:00:00;373;3;1
Zinfandel Blanc;NC2;2000-01-20 0:00:00;373;4;1
Riesling;MC1;2000-01-05 0:00:00;373;1;1
Merlot;NE2;2000-01-25 0:00:00;374;4;1
Chablis;ME2;2000-01-21 0:00:00;374;3;1
Chablis;MW2;2000-01-25 0:00:00;374;1;1
Zinfandel Blanc de Noir;MW3;2000-01-31 0:00:00;374;2;1
Zinfandel Blanc;SW2;2000-01-04 0:00:00;374;5;1
Chardonnay;SW4;2000-01-11 0:00:00;374;4;1
Chablis;SW4;2000-01-19 0:00:00;374;4;1
Blanc de Blanc Brut;MC2;2000-01-25 0:00:00;374;2;1
Riesling;NW1;2000-01-07 0:00:00;375;4;1
Chablis;NW2;2000-01-14 0:00:00;375;3;1
Pinot Noir;MW2;2000-01-25 0:00:00;375;4;1
Merlot;MC1;2000-01-25 0:00:00;375;4;1
Pinot Noir;MC3;2000-01-19 0:00:00;375;4;1
Zinfandel Blanc;ME1;2000-01-18 0:00:00;376;3;1
Blanc de Blanc Brut;NW1;2000-01-22 0:00:00;376;1;1
Chardonnay;NW3;2000-01-14 0:00:00;376;5;1
Zinfandel Blanc de Noir;MW1;2000-01-29 0:00:00;376;1;1
Pinot Noir;MW2;2000-01-07 0:00:00;376;2;1
Blanc de Blanc Brut;SW2;2000-01-27 0:00:00;376;2;1
Pinot Noir;SW2;2000-01-29 0:00:00;376;2;1
Chardonnay;SW2;2000-01-22 0:00:00;376;4;1
Claret;MC2;2000-01-01 0:00:00;376;3;0
Zinfandel Blanc de Noir;NE3;2000-01-07 0:00:00;377;3;1
Claret;NW1;2000-01-01 0:00:00;377;4;0
Claret;NW3;2000-01-14 0:00:00;377;2;1
Chardonnay;MW3;2000-01-04 0:00:00;377;3;1
Pinot Noir;NC2;2000-01-24 0:00:00;377;3;1
Zinfandel Blanc;SE2;2000-01-01 0:00:00;378;1;0
Riesling;MW2;2000-01-28 0:00:00;378;2;1
Chablis;NC3;2000-01-06 0:00:00;378;4;1
Chardonnay;NE2;2000-01-04 0:00:00;379;3;1
Riesling;MW2;2000-01-23 0:00:00;379;4;1
Merlot;MC2;2000-01-07 0:00:00;379;4;1
Pinot Noir;NW1;2000-01-04 0:00:00;380;4;1
Blanc de Blanc Brut;MW2;2000-01-13 0:00:00;380;2;1
Merlot;MW3;2000-01-25 0:00:00;380;4;1
Claret;SW3;2000-01-03 0:00:00;380;3;1
Cabernet Sauvignon;SW4;2000-01-04 0:00:00;380;2;1
Chardonnay;MC3;2000-01-20 0:00:00;380;3;1
Claret;MW1;2000-01-02 0:00:00;381;3;1
Pinot Noir;SW4;2000-01-17 0:00:00;381;4;1
Chardonnay;SW4;2000-01-20 0:00:00;381;3;1
Chardonnay;NE3;2000-01-21 0:00:00;382;3;1
Cabernet Sauvignon;SE2;2000-01-18 0:00:00;382;3;1
Riesling;NW3;2000-01-25 0:00:00;382;3;1
Merlot;MW2;2000-01-11 0:00:00;382;3;1
Cabernet Sauvignon;SW4;2000-01-20 0:00:00;382;2;1
Claret;SW4;2000-01-13 0:00:00;382;1;1
Riesling;SW4;2000-01-23 0:00:00;382;3;1
Brut--Reserve;NC1;2000-01-08 0:00:00;382;2;1
Pinot Noir;NE2;2000-01-10 0:00:00;383;2;1
Riesling;NW1;2000-01-26 0:00:00;383;4;1
Brut--Reserve;SW4;2000-01-03 0:00:00;383;4;1
Zinfandel Blanc;NC1;2000-01-04 0:00:00;383;4;1
Claret;MC1;2000-01-08 0:00:00;383;3;1
Brut--Reserve;NW1;2000-01-27 0:00:00;384;2;1
Merlot;SW1;2000-01-22 0:00:00;384;3;1
Zinfandel Blanc;MC1;2000-01-11 0:00:00;384;4;1
Merlot;MC3;2000-01-09 0:00:00;384;2;1
Cabernet Sauvignon;ME2;2000-01-09 0:00:00;385;4;1
Chardonnay;ME2;2000-01-01 0:00:00;385;4;0
Brut--Reserve;NW2;2000-01-20 0:00:00;385;2;1
Blanc de Blanc Brut;NW3;2000-01-15 0:00:00;385;5;1
Claret;SW4;2000-01-24 0:00:00;385;3;1
Chablis;NC3;2000-01-30 0:00:00;385;2;1
Brut--Reserve;MC3;2000-01-31 0:00:00;385;2;1
Brut--Reserve;SW1;2000-01-08 0:00:00;386;3;1
Chablis;MC1;2000-01-09 0:00:00;386;2;1
Pinot Noir;NW1;2000-01-18 0:00:00;387;5;1
Chablis;SW1;2000-01-08 0:00:00;387;1;1
Riesling;NC1;2000-01-13 0:00:00;387;4;1
Sauvignon Blanc;NC3;2000-01-05 0:00:00;387;4;1
Blanc de Blanc Brut;MC1;2000-01-22 0:00:00;387;3;1
Blanc de Blanc Brut;MC2;2000-01-16 0:00:00;387;2;1
Cabernet Sauvignon;MC2;2000-01-30 0:00:00;387;1;1
Chablis;SE3;2000-01-02 0:00:00;388;2;1
Zinfandel Blanc de Noir;MW3;2000-01-21 0:00:00;388;3;1
Claret;SW3;2000-01-13 0:00:00;388;4;1
Merlot;SW4;2000-01-26 0:00:00;388;4;1
Chardonnay;MC1;2000-01-20 0:00:00;388;4;1
Sauvignon Blanc;MC1;2000-01-24 0:00:00;388;2;1
Zinfandel Blanc;MC2;2000-01-23 0:00:00;388;4;1
Pinot Noir;SW2;2000-01-12 0:00:00;389;4;1
Zinfandel Blanc;SW2;2000-01-29 0:00:00;389;1;1
Merlot;SW3;2000-01-03 0:00:00;389;2;1
Claret;SW3;2000-01-06 0:00:00;389;2;1
Zinfandel Blanc de Noir;MC2;2000-01-15 0:00:00;389;2;1
Sauvignon Blanc;SE1;2000-01-04 0:00:00;390;3;1
Brut--Reserve;NW2;2000-01-25 0:00:00;390;3;1
Pinot Noir;SW3;2000-01-26 0:00:00;390;5;1
Brut--Reserve;SW4;2000-01-17 0:00:00;390;3;1
Brut--Reserve;SW1;2000-01-18 0:00:00;391;3;1
Cabernet Sauvignon;SW1;2000-01-07 0:00:00;392;4;1
Sauvignon Blanc;SW3;2000-01-10 0:00:00;392;2;1
Cabernet Sauvignon;NC1;2000-01-27 0:00:00;392;5;1
Cabernet Sauvignon;NC1;2000-01-22 0:00:00;392;2;1
Blanc de Blanc Brut;ME1;2000-01-20 0:00:00;393;3;1
Claret;ME2;2000-01-15 0:00:00;393;2;1
Merlot;NW1;2000-01-06 0:00:00;393;2;1
Zinfandel Blanc de Noir;NW3;2000-01-19 0:00:00;393;3;1
Sauvignon Blanc;MW2;2000-01-13 0:00:00;393;1;1
Zinfandel Blanc de Noir;NC3;2000-01-17 0:00:00;393;4;1
Chardonnay;MC1;2000-01-23 0:00:00;393;5;1
Zinfandel Blanc;MC1;2000-01-22 0:00:00;393;3;1
Zinfandel Blanc;SE1;2000-01-24 0:00:00;394;3;1
Merlot;NC2;2000-01-06 0:00:00;394;3;1
Cabernet Sauvignon;NE1;2000-01-30 0:00:00;395;2;1
Cabernet Sauvignon;ME1;2000-01-25 0:00:00;395;1;1
Zinfandel Blanc;SE2;2000-01-11 0:00:00;395;3;1
Blanc de Blanc Brut;NW3;2000-01-24 0:00:00;395;5;1
Claret;SW1;2000-01-08 0:00:00;395;2;1
Pinot Noir;SW4;2000-01-05 0:00:00;395;5;1
Chablis;NW1;2000-01-16 0:00:00;396;2;1
Claret;MW3;2000-01-18 0:00:00;396;3;1
Merlot;SW2;2000-01-19 0:00:00;396;3;1
Zinfandel Blanc de Noir;SW3;2000-01-02 0:00:00;396;3;1
Sauvignon Blanc;SE3;2000-01-11 0:00:00;397;3;1
Riesling;NW2;2000-01-15 0:00:00;397;1;1
Chablis;SW1;2000-01-28 0:00:00;397;2;1
Blanc de Blanc Brut;SW3;2000-01-21 0:00:00;397;3;1
Pinot Noir;SW4;2000-01-24 0:00:00;397;2;1
Chardonnay;MC2;2000-01-29 0:00:00;397;3;1
Brut--Reserve;SE1;2000-01-05 0:00:00;398;5;1
Riesling;NW3;2000-01-01 0:00:00;398;1;0
Claret;MW3;2000-01-22 0:00:00;398;4;1
Chablis;SW1;2000-01-09 0:00:00;398;5;1
Pinot Noir;SW3;2000-01-16 0:00:00;398;4;1
Chablis;NC2;2000-01-24 0:00:00;398;4;1
Cabernet Sauvignon;MW2;2000-01-07 0:00:00;399;5;1
Merlot;NE2;2000-01-29 0:00:00;400;3;1
Merlot;NE2;2000-01-03 0:00:00;400;2;1
Merlot;NW1;2000-01-26 0:00:00;400;1;1
Pinot Noir;MW1;2000-01-09 0:00:00;400;5;1
Pinot Noir;MW3;2000-01-02 0:00:00;400;1;1
Chablis;MW3;2000-01-16 0:00:00;400;3;1
Blanc de Blanc Brut;SW2;2000-01-19 0:00:00;400;3;1
Chardonnay;MC1;2000-01-31 0:00:00;400;3;1
Cabernet Sauvignon;MW3;2000-01-31 0:00:00;401;5;1
Pinot Noir;SW1;2000-01-24 0:00:00;401;5;1
Chablis;NC3;2000-01-26 0:00:00;401;4;1
Chardonnay;SE2;2000-01-23 0:00:00;402;2;1
Merlot;SE3;2000-01-24 0:00:00;402;4;1
Zinfandel Blanc;NW1;2000-01-10 0:00:00;402;2;1
Merlot;MW1;2000-01-30 0:00:00;402;5;1
Riesling;SW2;2000-01-07 0:00:00;402;2;1
Merlot;MC2;2000-01-25 0:00:00;402;4;1
Chablis;MC2;2000-01-13 0:00:00;402;1;1
Blanc de Blanc Brut;NE2;2000-01-22 0:00:00;403;1;1
Zinfandel Blanc de Noir;MW1;2000-01-16 0:00:00;403;2;1
Zinfandel Blanc de Noir;SW3;2000-01-27 0:00:00;403;4;1
Zinfandel Blanc;SW4;2000-01-23 0:00:00;403;2;1
Pinot Noir;NC3;2000-01-06 0:00:00;403;5;1
Pinot Noir;MC2;2000-01-12 0:00:00;403;4;1
Cabernet Sauvignon;NW1;2000-01-09 0:00:00;404;5;1
Riesling;NW3;2000-01-26 0:00:00;404;3;1
Chardonnay;NC2;2000-01-18 0:00:00;404;4;1
Zinfandel Blanc de Noir;MC1;2000-01-04 0:00:00;404;2;1
Zinfandel Blanc de Noir;MC2;2000-01-26 0:00:00;404;2;1
Pinot Noir;SE2;2000-01-26 0:00:00;405;4;1
Riesling;SE2;2000-01-10 0:00:00;405;4;1
Zinfandel Blanc de Noir;SE3;2000-01-10 0:00:00;405;3;1
Brut--Reserve;NW2;2000-01-03 0:00:00;405;4;1
Sauvignon Blanc;SW2;2000-01-14 0:00:00;405;2;1
Zinfandel Blanc de Noir;MC3;2000-01-16 0:00:00;405;3;1
Blanc de Blanc Brut;NW2;2000-01-17 0:00:00;406;2;1
Sauvignon Blanc;NW3;2000-01-22 0:00:00;406;5;1
Chardonnay;SW3;2000-01-30 0:00:00;406;4;1
Cabernet Sauvignon;SW4;2000-01-13 0:00:00;406;2;1
Zinfandel Blanc de Noir;NC1;2000-01-01 0:00:00;406;2;0
Zinfandel Blanc de Noir;MC2;2000-01-05 0:00:00;406;4;1
Zinfandel Blanc de Noir;NE3;2000-01-07 0:00:00;407;5;1
Pinot Noir;NW1;2000-01-13 0:00:00;407;3;1
Pinot Noir;SW1;2000-01-13 0:00:00;407;5;1
Cabernet Sauvignon;SW4;2000-01-28 0:00:00;407;5;1
Sauvignon Blanc;NC3;2000-01-08 0:00:00;407;5;1
Chardonnay;MC2;2000-01-24 0:00:00;408;3;1
Pinot Noir;MW1;2000-01-17 0:00:00;409;4;1
Zinfandel Blanc de Noir;SW1;2000-01-10 0:00:00;409;4;1
Claret;SW2;2000-01-10 0:00:00;409;3;1
Claret;ME1;2000-01-18 0:00:00;410;5;1
Zinfandel Blanc;MW1;2000-01-14 0:00:00;410;2;1
Zinfandel Blanc;MW2;2000-01-18 0:00:00;410;1;1
Brut--Reserve;NC1;2000-01-18 0:00:00;410;3;1
Cabernet Sauvignon;SW4;2000-01-02 0:00:00;411;1;1
Merlot;SW4;2000-01-04 0:00:00;411;2;1
Pinot Noir;MC2;2000-01-12 0:00:00;411;1;1
Blanc de Blanc Brut;NE1;2000-01-29 0:00:00;412;4;1
Blanc de Blanc Brut;NE2;2000-01-02 0:00:00;412;4;1
Zinfandel Blanc de Noir;NW1;2000-01-17 0:00:00;412;3;1
Zinfandel Blanc de Noir;NW2;2000-01-23 0:00:00;412;2;1
Merlot;MW1;2000-01-10 0:00:00;412;5;1
Merlot;SW3;2000-01-30 0:00:00;412;4;1
Zinfandel Blanc de Noir;MC2;2000-01-19 0:00:00;412;2;1
Chablis;NE2;2000-01-06 0:00:00;413;4;1
Zinfandel Blanc;NE3;2000-01-23 0:00:00;413;4;1
Sauvignon Blanc;NW3;2000-01-21 0:00:00;413;3;1
Merlot;MW2;2000-01-05 0:00:00;413;3;1
Chablis;MW2;2000-01-15 0:00:00;413;3;1
Pinot Noir;MC1;2000-01-27 0:00:00;413;4;1
Sauvignon Blanc;MC1;2000-01-04 0:00:00;413;1;1
Blanc de Blanc Brut;NE3;2000-01-23 0:00:00;414;3;1
Claret;MW3;2000-01-27 0:00:00;414;3;1
Cabernet Sauvignon;SW2;2000-01-15 0:00:00;414;4;1
Sauvignon Blanc;NC3;2000-01-02 0:00:00;415;2;1
Sauvignon Blanc;ME2;2000-01-11 0:00:00;416;2;1
Brut--Reserve;NC1;2000-01-10 0:00:00;416;4;1
Brut--Reserve;NC3;2000-01-10 0:00:00;416;4;1
Riesling;NW1;2000-01-21 0:00:00;417;4;1
Riesling;SW2;2000-01-04 0:00:00;417;4;1
Chardonnay;SW3;2000-01-20 0:00:00;417;5;1
Claret;SW4;2000-01-22 0:00:00;417;5;1
Brut--Reserve;MC1;2000-01-29 0:00:00;417;1;1
Merlot;MC1;2000-01-05 0:00:00;417;3;1
Pinot Noir;SE3;2000-01-01 0:00:00;418;4;0
Blanc de Blanc Brut;NC1;2000-01-19 0:00:00;418;4;1
Chardonnay;NC1;2000-01-28 0:00:00;418;1;1
Riesling;ME1;2000-01-23 0:00:00;419;2;1
Brut--Reserve;SE1;2000-01-28 0:00:00;419;3;1
Blanc de Blanc Brut;SE2;2000-01-03 0:00:00;419;3;1
Merlot;NW2;2000-01-14 0:00:00;419;4;1
Zinfandel Blanc;SE1;2000-01-03 0:00:00;420;2;1
Merlot;SE2;2000-01-11 0:00:00;420;2;1
Brut--Reserve;NW1;2000-01-06 0:00:00;420;2;1
Chardonnay;SW2;2000-01-29 0:00:00;420;2;1
Pinot Noir;NC1;2000-01-11 0:00:00;420;3;1
Sauvignon Blanc;NC1;2000-01-08 0:00:00;420;5;1
Riesling;NC3;2000-01-20 0:00:00;420;2;1
Zinfandel Blanc de Noir;MC3;2000-01-28 0:00:00;420;3;1
Brut--Reserve;NW3;2000-01-03 0:00:00;421;3;1
Merlot;SW1;2000-01-10 0:00:00;421;4;1
Claret;NC2;2000-01-14 0:00:00;421;4;1
Zinfandel Blanc de Noir;NE1;2000-01-17 0:00:00;422;3;1
Blanc de Blanc Brut;SE2;2000-01-30 0:00:00;422;1;1
Zinfandel Blanc;SW4;2000-01-24 0:00:00;422;3;1
Chablis;NC1;2000-01-22 0:00:00;422;1;1
Pinot Noir;NC3;2000-01-29 0:00:00;422;2;1
Brut--Reserve;NW1;2000-01-23 0:00:00;423;2;1
Cabernet Sauvignon;SW3;2000-01-26 0:00:00;423;3;1
Riesling;NE2;2000-01-20 0:00:00;424;2;1
Brut--Reserve;NW3;2000-01-02 0:00:00;424;3;1
Riesling;NW3;2000-01-27 0:00:00;424;4;1
Pinot Noir;MW3;2000-01-14 0:00:00;424;3;1
Zinfandel Blanc;MW3;2000-01-02 0:00:00;424;3;1
Brut--Reserve;SW1;2000-01-21 0:00:00;424;4;1
Blanc de Blanc Brut;SW2;2000-01-25 0:00:00;424;3;1
Pinot Noir;SW2;2000-01-24 0:00:00;424;4;1
Chardonnay;SW2;2000-01-28 0:00:00;424;3;1
Brut--Reserve;NC1;2000-01-21 0:00:00;424;5;1
Zinfandel Blanc de Noir;NC2;2000-01-13 0:00:00;424;3;1
Zinfandel Blanc de Noir;MW1;2000-01-18 0:00:00;425;4;1
Chablis;NC1;2000-01-19 0:00:00;425;5;1
Zinfandel Blanc;NW2;2000-01-13 0:00:00;426;2;1
Chablis;NW3;2000-01-27 0:00:00;426;4;1
Cabernet Sauvignon;SW2;2000-01-03 0:00:00;426;4;1
Zinfandel Blanc de Noir;MC2;2000-01-07 0:00:00;426;1;1
Cabernet Sauvignon;NE2;2000-01-30 0:00:00;427;5;1
Zinfandel Blanc;NW2;2000-01-03 0:00:00;427;3;1
Cabernet Sauvignon;MW2;2000-01-05 0:00:00;427;1;1
Claret;MW3;2000-01-09 0:00:00;427;5;1
Claret;NC3;2000-01-23 0:00:00;427;5;1
Riesling;NC3;2000-01-20 0:00:00;427;4;1
Zinfandel Blanc;NC2;2000-01-03 0:00:00;428;3;1
Zinfandel Blanc de Noir;MC1;2000-01-29 0:00:00;428;2;1
Zinfandel Blanc;SW1;2000-01-17 0:00:00;429;1;1
Zinfandel Blanc de Noir;SW3;2000-01-26 0:00:00;429;2;1
Chardonnay;SW3;2000-01-23 0:00:00;429;1;1
Pinot Noir;MC1;2000-01-17 0:00:00;429;2;1
Claret;MC1;2000-01-27 0:00:00;429;3;1
Brut--Reserve;NE1;2000-01-15 0:00:00;430;3;1
Claret;NE1;2000-01-24 0:00:00;430;2;1
Chardonnay;NE3;2000-01-19 0:00:00;430;4;1
Brut--Reserve;MW3;2000-01-28 0:00:00;430;4;1
Chardonnay;SW1;2000-01-22 0:00:00;430;1;1
Cabernet Sauvignon;SW2;2000-01-14 0:00:00;430;4;1
Cabernet Sauvignon;SW3;2000-01-18 0:00:00;430;1;1
Claret;NC3;2000-01-07 0:00:00;430;1;1
Cabernet Sauvignon;NE2;2000-01-10 0:00:00;431;3;1
Zinfandel Blanc de Noir;MW1;2000-01-14 0:00:00;431;5;1
Claret;SW2;2000-01-26 0:00:00;431;5;1
Sauvignon Blanc;SW3;2000-01-28 0:00:00;431;4;1
Zinfandel Blanc de Noir;NC1;2000-01-08 0:00:00;431;3;1
Chardonnay;MC1;2000-01-05 0:00:00;431;4;1
Blanc de Blanc Brut;MC3;2000-01-05 0:00:00;431;1;1
Claret;MC3;2000-01-20 0:00:00;431;4;1
Blanc de Blanc Brut;SE1;2000-01-17 0:00:00;432;4;1
Pinot Noir;NW3;2000-01-11 0:00:00;432;2;1
Blanc de Blanc Brut;MW2;2000-01-05 0:00:00;432;4;1
Pinot Noir;MW3;2000-01-25 0:00:00;432;4;1
Zinfandel Blanc de Noir;SW3;2000-01-10 0:00:00;432;3;1
Chardonnay;SE2;2000-01-08 0:00:00;433;5;1
Brut--Reserve;NW1;2000-01-02 0:00:00;433;5;1
Merlot;NW1;2000-01-01 0:00:00;433;4;0
Sauvignon Blanc;SW1;2000-01-08 0:00:00;433;3;1
Zinfandel Blanc de Noir;SW4;2000-01-03 0:00:00;434;1;1
Blanc de Blanc Brut;MC3;2000-01-07 0:00:00;434;5;1
Zinfandel Blanc de Noir;ME1;2000-01-25 0:00:00;435;4;1
Zinfandel Blanc;MC1;2000-01-10 0:00:00;435;3;1
Riesling;ME1;2000-01-26 0:00:00;436;4;1
Zinfandel Blanc;SE3;2000-01-13 0:00:00;436;3;1
Blanc de Blanc Brut;SW4;2000-01-29 0:00:00;436;2;1
Zinfandel Blanc de Noir;NC2;2000-01-26 0:00:00;436;1;1
Brut--Reserve;MC1;2000-01-24 0:00:00;436;1;1
Riesling;ME1;2000-01-23 0:00:00;437;4;1
Zinfandel Blanc de Noir;MW1;2000-01-07 0:00:00;437;2;1
Merlot;MC1;2000-01-06 0:00:00;437;2;1
Merlot;MC2;2000-01-29 0:00:00;437;2;1
Chardonnay;MC2;2000-01-16 0:00:00;437;4;1
Riesling;MC2;2000-01-10 0:00:00;437;4;1
Riesling;SE3;2000-01-27 0:00:00;438;5;1
Sauvignon Blanc;NW2;2000-01-30 0:00:00;438;1;1
Merlot;MW3;2000-01-01 0:00:00;438;3;0
Blanc de Blanc Brut;NC3;2000-01-09 0:00:00;438;1;1
Sauvignon Blanc;MC2;2000-01-11 0:00:00;438;2;1
Pinot Noir;SE1;2000-01-08 0:00:00;439;4;1
Pinot Noir;NW1;2000-01-16 0:00:00;439;2;1
Blanc de Blanc Brut;SW1;2000-01-28 0:00:00;439;4;1
Blanc de Blanc Brut;SW3;2000-01-22 0:00:00;439;3;1
