kunde,artikel,artikelbezeichnung
00018,1631,"CUG ADT3.3NLSv.AutoCAD02/2000idt.Master CUG ADT 3.3NLSv.AutoCAD02/2000i dt."
00018,257,"AcuLaser C8600 Adobe PostScript L3 EPSON"
00018,840,"VGA 128MB FX5200-T128 MSI DDR 128 MB/ Sp"
00018,1489,"SO-A Eliteg. 741GX-M v.1.0 SIS741 Sockel"
00775,2397,"LI Up/Mnt ARCsPreExchBdl v9>11Ent/EN1Yr OLP Up/Mnt ARCsPreExchBdl v9>11Ent/"
00775,1951,"SO-A Asus A7V600 FSB: 400/333/266/200, C"
00775,2429,"MS Small Bus. SvrUser CAL 2003 en. CD 5u MS Small Business Server User CAL 2"
00775,1896,"AutoCAD LT 2005 tschech. CD WNT AutoCAD LT 2005 tschech. CD WNT für"
00775,883,"S754 MSI K8T NEO-FIS2R AMD S754 6GB AC97"
00091,2523,"MS Win Svr for SB Dev CAL 2003 en. 5Clt MS Win Svr for SB Dev CAL 2003 en."
00091,571,"Care Pack INSTALLATION f. LaserJet HP Ca"
00091,1866,"""LCD Display 17"""" Benq FP791 Audio TCO95 M"""""""
00091,201,"BrightStor ARCserve R11 für SBS inkl OFA BrightStor ARCserve R11 für SBS ink"
00091,128,"FSC RemoteView Service Board FSC RemoteView Service Board TX150"
00091,1795,"SW Norton Internet Security Pro 2004 7.0 deutsch/ Vollversion/ Format: Box/"
00091,1010,"GLP UP BrightStor ARCs v9 NW dt. TLO GLP UP BrightStor ARCs v9 NW dt. TL"
00598,2270,"FSC DeskView Lizenzpaket 1000 Liz. FSC DeskView Lizenzpaket 1000 Liz."
00598,1002,"Crystal Reports Adv Dev Eval 10 e CD 30T Crystal Reports Adv Dev Eval 10 e C"
00011,656,"LaserJet 9050N/NON 128MB 50ppm A4/A3 HP "
00011,153,"Client Sec 2 BUSENESS PACK EN CD 25U Client Security 2.0 BUSINESS PACK E"
00011,2465,"LIG BAB R11 e. Informix Ag+2Yr Value Mnt GLP Brightstor Arcserve R11 e. Info"
00011,1000,"Lasejet Color 5500DN/DE 96MB 22S A3 600x"
00011,534,"Crystal Reports Professional 9.0 e. CD Crystal Reports Professional 9.0 e."
00011,1803,"LIG BAB R11 NAS Option +2Yr Enterpr Mnt GLP Brightstor Arcserve R11 NAS Opt"
00011,2395,"Care Pack INSTALLATION f. LaserJet HP Ca"
00790,2584,"""LCD Display 19"""" Iiyama AS4821DTBK black """""""
00790,2581,"Client Security v2 Business Pk/DE CD 25u Client Security 2.0 BUSINESS PACK D"
00790,1945,"Cisco PIX 501 upgrade License Cisco PIX 501 50 zu unlimited User"
00790,222,"HP AutoStore 2000 f. HP9100 Basis-Lizenz HP AutoStore 2000 f. HP9100 Basis-L"
00790,2260,"LIG BAB R11 MS Exchange +2Yr Value Mnt GLP Brightstor Arcserve R11 MS Exch"
00790,2441,"MILLENNIUM G450 DH 32MB DDR AGP-Anschluss"
00077,1103,"V9570/TD/P/256M GF FX5700 256MB DDR AGP "
00077,2016,"GLP eTrust Antivirus v7 dt. 250-749u +1 GLP eTrust Antivirus v7 dt. 250-749"
00077,2641,"OEM/ MS Win 2003 Server dt. CD +5 Cl. 1P SB MS Windows 2003 Server dt. CD +5"
00657,1302,"MS Windows XP Pro dän. CD MS Windows XP Pro dä. CD"
00657,193,"SW NAI Active Virusscan Sec SB 5u P.1c dt. CD Dauerlizenz inkl 1J PrimeSup"
00657,1370,"GLP UP eTrust Antivirus v7 dt. 1-99u +2 GLP UP eTrust Antivirus v7 dt. 1-99"
00657,1160,"Apple Remote Desktop v2/DE CD Mac 10u Apple Remote Desktop v2.0 10 Client"
00272,2342,"MATROX G450 MM 2x32MB SGRAM PCI RTL (DE)"
00272,536,"Acrobat Std 6.0 it. CD Win Acrobat Std 6.0 it. CD Win"
00272,713,"AcuLaser C85xx Grossraumpapierbeh. EPSON"
00272,275,"LDT NLS Sidegrade-Gebühr bei Update NLS LDT NLS Sidegrade-Gebühr bei Update"
00272,1418,"Cisco 2600 ENT/FW/IDS PLUS IPSEC 3DES SW Cisco 2600 Ser IOS ENT/FW/IDS PLUS"
00695,694,"LIG BAB R11 Lotus Notes +1Yr Value Mnt GLP Brightstor Arcserve R11 Lotus N"
00695,860,"AcuLaser C1900Wifi 32MB 16ppm A4 EPSON A"
00695,1957,"Cisco 2600 Ser IOS IP/IPX/APPLETALK PLUS Cisco 2600 Ser IOS IP/IPX/APPLETALK"
00205,402,"OSB/ MS Win SBS Prem2003dt. CD +5Cl. OSB/ MS Win SBS Premium Version 200"
00205,2483,"GLP UP BrightStor ARCs v9 NW dt. Srv +1 GLP UP BrightStor ARCs v9 NW dt. Sr"
00205,1604,"LDT Survey 3 engl. CD WNT LDT Survey 3 engl. CD WNT"
00205,1341,"CQ Aust. NW 10-User => NW 4.1 10-User CQ Aust. NW 10-User auf NW 4.1 10-U"
00205,383,"Monitorlautsprecher (PX-61SP1U) f. PX-61"
00205,1051,"Lasejet Color 3700 64MB 16S A4, Laser co"
00205,1243,"EPL-N7000T 35S. 1200dpi A3 inkl. EPSON E"
00205,358,"K7M IRONG.,ATX"
00159,2453,"LIG BAB R11 MS SQL +2Yr Value Mnt GLP Brightstor Arcserve R11 MS SQL"
00159,873,"661FM-L S478 400/800FSB mATX 2GB AC97 MB"
00159,1242,"CodeWright 7.5 e. CD Win CodeWright 7.5 e. CD Win Single Use"
00159,517,"CQ Smart Array 53xx Adv Data Guard. Upg CQ Smart Array 53xx Adv Data Guard"
00159,1524,"XEON/S603 Intel SWV2 2xPEX SCSI Server, "
00029,777,"""T710PH 17"""" FTR ez .25 75 kHz TCO 03 T710"""""""
00029,717,"""Monitor 19"""" /47cm Belinea 106075, 98kHz 1"""""""
00029,2446,"HD Atlas 10K V/300GB U320 80pin 10krpm H"
00029,843,"Backup Exec 9.1 NW Server e Backup Exec 9.1 NW Server e Vollli"
00289,2402,"""LCD Display 19"""" Sony HX93B 75KHz black 1"""""""
00289,2675,"VGA 128MB FX5700 Asus V9570/TD GF DDR AG"
00289,1690,"LIG BAB R11 Clt Ag MAC +3Yr EnterprMnt GLP Brightstor Arcserve R11 e. Clie"
00289,1943,"VGA V9999/TD/128MB AGP8x 1*DVI 2*VGA VGA"
00289,943,"After Effects PB 6.5 e. CD Mac After Effects PB 6.5 e. CD Mac 6.5"
00289,2371,"LIG BAB R11 e. SAP/R3 GLP Brightstor Arcserve R11 e. SAP/"
00370,2196,"P4T-E/SWA, Rambus S478 i850, Rambus, ASU"
00370,1762,"SW SUSE LINUX Open Exchange D inkl. 1 Jahr Maintenance und 10 Cli"
00370,1410,"SW SuSE Linux 9.1 PROFESSIONAL dt.CD"
00370,1483,"CUG ADT2005NLSv.ACAD05/04/02/idt.Folge CUG ADT 2005 NLSv.AutoCAD2005/2004/"
00582,1461,"HD DiamondMax/120GB U133 7200rpm Ret 8MB"
00582,971,"SW Macromedia FreeHand MX WIN D deutsch/ Vollversion/ Format: Box/"
00582,1534,"C#Builder Architect 1.0 dt. CD W32 C#Builder Architect 1.0 dt. CD W32"
00582,1643,"CQ OS,UNIX,Xenix CQ OS,UNIX,Xenix"
00582,2230,"D915PCYL/ATX 915P DDR2533 LGA775 Bulk MB"
00582,631,"""Monitor 19"""" /47cm iiyama MM904UT NF-Diamo"""""""
00328,2178,"VGA MSI GeForce FX5700LE -TD128MB DDR VG"
00328,1311,"""LCD Display 19"""" Sony S93/ 80kHz TCO03 19"""""""
00328,1034,"VGA MSI GeForce NX6800U-T2D256 AGP8X DVI"
00328,136,"x325 AMD Opteron 2.4 1GB o. HDD CD IBM x"
00328,501,"Flash MX 2004 Pro/EN CD CrPf Flash MX 2004 EN Prof.Com. EN/ 200"
00570,2570,"Ed/MS V-Studio Tools Offi 2003/DE CD W32 Ed/MS V-Studio Tools Offi 2003/DE C"
00570,91,"DVD Studio Pro v3 CD Mac german DVD Studio Pro v3 CD Mac german V3"
00570,1102,"BrightStor ARCserve v9 Uni AG dt. NW BrightStor ARCserve v9 Uni AG dt. N"
00188,1956,"Architectural Desktop 2004 NLSdt. Legacy Archit. Desktop 2004 NLS dt. Legacy"
00188,2443,"Cisco 831 IOS IP-FW-3DES SW Cisco 831 IOS IP-FW-3DES SW"
00188,2663,"FrameMaker 7.0 e. CD Mac Framemaker 7.0 CD Mac englisch"
00188,181,"IBM Sphera HostingDirector Suite V. 3.4 IBM Sphera HostingDirector Suite V."
00188,162,"Backup Exec 9.1 NW Remote Ag NW 3er Backup Exec 9.1 NW Remote Ag NW 3er"
00743,1817,"Client Sec 2 GPWR Prot. B.Pack FR CD 10U Client Security 2.0 BUSINESS PACK G"
00743,1451,"Backup Exec 9.1 NW Open File Backup Exec 9.1 NW Open File OPEN"
00743,818,"FSC BTO C-Serie Win XP Prof UK FSC BTO C-Serie Win XP Prof UK"
00443,99,"VGA PCI 32MB Matrox Mill. G450DH Bulk Ma"
00443,1291,"""LCD Display 17"""" V7 L17EB schwarz 17 """" LC"""""""
00443,1283,"MILLENNIUM G550 DH 32MB DDR 360MHZ RAMDA"
00443,1773,"GLP/ARCs Clt Ag LX R11/EN W32 +3Yr Val GLP Brightstor Arcserve R11 e. Clie"
00443,175,"HD Allegro AL 8LE/36,7GB U320 80p 10krpm"
00784,311,"SW Pinnacle INSTANTCOPY 8 RETAIL D 8.0/ deutsch/ Vollversion/ Format:"
00784,2009,"P4 MSI 848P Neo-V/ATX S-ATA S478VFSB800,"
00311,2672,"Inventor Series 7 dt. CD WNT Inventor Series 7 dt. CD Vollversio"
00311,927,"Catalyst 6000 MSFC2 IOS DESKTOP W/VIP Catalyst 6000 MSFC2 IOS DESKTOP W/V"
00311,1193,"Cisco 3660 Ser IOS IP PLUS Feature Pack Cisco 3660 Ser IOS IP PLUS Feature"
00462,436,"HP Software RIP für Designjet 30 Serie HP Software RIP für Designjet 30 Se"
00462,1002,"Crystal Reports Adv Dev Eval 10 e CD 30T Crystal Reports Adv Dev Eval 10 e C"
00462,470,"Laserjet3300 MFP A4 USB PAR Fujitsu-Sie"
00450,1766,"P80 120GB 2MBKapazität: 120 GB/ UDMA/133"
00387,290,"SW Autodesk Volo View 3 dt. CD WNT Volo View 3 dt. CD WNT Dokumentenan"
00387,2214,"HDD 36.4 GB U320 10000RPM H-SWAP SL IBM "
00387,2150,"""LCD Display 17"""" NEC 1760VM digital 80kHz"""""""
00387,1600,"""Monitor 19"""" /47cm NEC Diamond Pro 930SB, """""""
00387,2484,"LIG BAB R11 MS Exchange +3Yr Enterpr Mnt GLP Brightstor Arcserve R11 MS Exch"
00023,323,"GLP UP BrightStor ARCs v9 NW dt. GrpWise GLP UP BrightStor ARCs v9 NW dt. Gr"
00023,2318,"Cisco Works and Cisco Secure SW Cisco Works and Cisco Secure SW"
00023,388,"""LCD Display 21.3"""" Samsung SM213T DVI/VGA"""""""
00023,2293,"""Monitor 21"""" /53cm Samsung SM1100DF Dynafl"""""""
00023,94,"VGA AGP_128MB Matrox PARHELIA DH Bulk 51"
00023,1634,"Avirus Multi Prot SB R4/EN CD W32 5u AntiVirus SMB MULTI Tier Protection"
00811,2621,"Care Pack LaserJet 8xxxMFP 3J 13x5x4 HP "
00811,342,"GLP UP BrightStor ARCs v9 NW dt. CROSS GLP UP BrightStor ARCs v9 NW dt. CR"
00100,1098,"""LCD Display 15"""" AOC LM-520A m. Speaker A"""""""
00100,2330,"AcuLaserC8600PS A3 color USB PAR N IC 60"
00100,1700,"AT-AR700 Security Pack Upgrade AT-AR700 Security Pack Upgrade (PKI"
00100,1423,"Cisco 4000, IOS Enh. L3 SW SUP III Cisco Catalyst 4000, IOS Enhanced L"
00100,1217,"VGA A9600/XT/TD/AGP 8x 128MB DDR,2xVGA V"
00100,2334,"Lexware Zusatzlizenz für PRO-Line 50u 50er Lizenz pro-Reihe 1.0 dt. Win N"
00746,2030,"C++Builder X Developer dt. CD W32 C++Builder X Developer dt. CD W32"
00746,2357,"""109E50 19"""" FST.27 92kHz TCO03 109E50 19"""" F"""""""
00746,1898,"HDD 36.4 GB Ultra 160 HS 15Krpm IBM HDD "
00215,1721,"925X NEO Plat. LGA775 4GB PCI Xpress MB "
00215,1213,"SW Pinnacle Dazzle Digital Video Creator 150 inkl. Quickstart Software Retai"
00215,2370,"SW WinFax Pro 10.0 dt. CD W95/98/NT SYMANTEC 12-00-02540-GE"
00215,213,"Lasejet 5100 16MB 22S A4, 11S A3, 12 00d"
00215,395,"""FE991SB 19"""" DTR-NF.25 96kHz TCO03 FE991SB"""""""
00215,1943,"VGA V9999/TD/128MB AGP8x 1*DVI 2*VGA VGA"
00327,762,"VGA A9200SE/TD/ 128MB 1*DVI / 1*VGA VGA "
00327,1429,"Director MX 2004/EN CD Win Mac Director MX 2004 EN Com. MX 2004/"
00327,271,"""Monitor 19"""" /47cm Eizo EIZO T766, 115 KHz"""""""
00327,375,"Inventor Series 9 Server NLS Master dt. Inventor Series 9 Server NLS Master"
00327,1147,"VGA 256MB FX5950 ASUS V9980Ultra TVD , n"
00327,1950,"CUG ADT2004NLSvACAD04/02/2000idt.Master CUG ADT 2004NLSv.AutoCAD2004/2002/2"
00085,259,"Cisco 820 Ser IOS IP/FW Cisco 820 Ser IOS IP/FW e."
00085,518,"GLP eTrust Antivirus v7 dt. 100-249u +3 GLP eTrust Antivirus v7 dt. 100-249"
00085,2007,"Photoleiterkit/AcuLaser C8500/PS EPSON P"
00085,1486,"Lasejet 4300TN 80MB 43S 1200dpi dt. Lase"
00085,2436,"""N2200P 22"""" DTR-NF.24 124kHz TCO99 USB N22"""""""
00085,140,"ColorLaserJet2550LN A4 color USB PAR NIC"
00085,1605,"Crystal Enerprise Prof Eval 10 fr CD 30T Crystal Enterprise Professional v10"
00085,1279,"""SM997DF 19"""" Dynaflat.20 96kHz TCO03 SM997"""""""
00085,2370,"SW WinFax Pro 10.0 dt. CD W95/98/NT SYMANTEC 12-00-02540-GE"
00504,1948,"SO-A ASRock K7S8XE R3.0 S/L/U2/ DDR, ASR"
00504,1480,"LaserJet 9000L MFP 128MB 40ppm A3 HP Las"
00504,2478,"""LCD Display 23"""" BenQ FP231W DVI/VGA 23 """""""
00625,824,"Creative Suites Std 1.1 dt CD Win Creative Suites Std 1.1 dt CD Win"
00625,1951,"SO-A Asus A7V600 FSB: 400/333/266/200, C"
00480,2346,"Laserjet1010 A4 USB Fujitsu-Siemens "
00480,1628,"73.4GB 15KRPM 2GB FC HS SL HDD Hot-Swap-"
00480,1523,"Li Enhanced FtPk v5.x f Cat 5K e. 1u Catalyst 5K Rel. 5.x SW Lic, Enhanc"
00480,1701,"Architectural Desktop 2005 dt. Legacy Architectural Desktop 2005 dt. Lega"
00480,2425,"CAD Land Desktop 2005 NLS engl.Server CAD Land Desktop 2005 NLS engl.Serv"
00480,1255,"LaserJet5100TN A3 PAR Fujitsu-Siemens "
00651,96,"Cisco 3725 Ser IOS ENT/FW/IDS PLUS IPSEC Cisco 3725 Ser IOS ENT/FW/IDS PLUS"
00080,102,"SW MS Project Pro UP 2002 dt. CD /VPUP Microsoft H30-00184"
00080,176,"Lexware Reisekosten PRO ADM 2004 dt. CD Lexware Reisekosten PRO ADM 3.0 200"
00080,1519,"Flash Comm Svr MX v1.5 Pers Ed/EN CD NFR Flash Comm Server MX 1.5 EN Persona"
00080,942,"""Monitor 21"""" /53cm Samsung CRT 1100 2048x1"""""""
00132,1055,"EPL-N2050+ Adobe PostScript Level EPSON "
00132,2226,"LIG BAB R11 Image Option GLP Brightstor Arcserve R11 Image O"
00132,1558,"Creative Suites Prem 1.1 e. CD Mac Creative Suites Prem 1.1 e. CD Mac"
00132,1519,"Flash Comm Svr MX v1.5 Pers Ed/EN CD NFR Flash Comm Server MX 1.5 EN Persona"
00423,1523,"Li Enhanced FtPk v5.x f Cat 5K e. 1u Catalyst 5K Rel. 5.x SW Lic, Enhanc"
00298,2171,"SmartBase PC-D320 Digitalk. 14 S./Min.,D"
00255,213,"Lasejet 5100 16MB 22S A4, 11S A3, 12 00d"
00255,889,"MS Windows XP Pro cz. CD WXP MS Windows XP Pro cz. CD WXP"
00255,2222,"VGA MSI GeForce FX5200-TD128 AGP8x VGA M"
00255,1055,"EPL-N2050+ Adobe PostScript Level EPSON "
00349,11,"LIG BAB R11 DRO +3Yr Enterpr Mnt GLP Brightstor Arcserve R11 Disaste"
00349,2042,"SW FLASH MX UPGU6.0 WIN GR WIN-32, MACROMEDIA FLW060G100"
00349,2379,"Lasejet 1300, 19S/min, 1200*1200 ! dpi, "
00670,54,"HV David MX 100 Accounts 7 dt CD Win4p Nur f. Händlereigeneinsatz! Erweite"
00670,1937,"Apple Keynote/DE CD Mac Apple Keynote CD Mac german 1.0/ d"
00672,2526,"HDD 73.4 GB U320 10000RPM IBM HDD 73.4 G"
00672,2248,"Dimensions 3.0 dt. CD Win Dimensions 3.0 dt. CD Win9x,NT"
00672,820,"SW MS PowerPoint 2002 dt. CD W32 Microsoft 079-01392"
00672,2389,"GLP UP BrightStor ARCs v9 NW dt. GrpW +2 GLP UP BrightStor ARCs v9 NW dt. Gr"
00672,596,"GLP Preferred Site Support Membership 2 GLP Preferred Site Support Membersh"
00672,2270,"FSC DeskView Lizenzpaket 1000 Liz. FSC DeskView Lizenzpaket 1000 Liz."
00672,2078,"Ful Fontographer 4.1/EN Mac Fontographer 41 EN Mac Full ###KST"
00672,982,"Acrobat Capture 3.0 Cluster/2 Proc e.Win Acrobat Capture 3.0 Cluster/2 Proc"
00445,1910,"CISCO 2600 IOS Enterprise Basic CISCO 2600 IOS Enterprise Basic"
00445,1999,"GLP UP eTrust Antivirus v7 dt. -749u +3 GLP UP eTrust Antivirus v7 dt. -749"
00445,2554,"Desktop Firewall SptCon mll CD 1Yr 10u Desktop Firewall 10pk MN mll CD Pri"
00445,443,"GLP UP BrightStor ARCs v9 NW dt. COM +2 GLP UP BrightStor ARCs v9 NW dt. CO"
00445,500,"Cisco 3640 Ser IOS ENT PLUS Feature Pack Cisco 3640 Ser IOS ENT PLUS Feature"
00445,818,"FSC BTO C-Serie Win XP Prof UK FSC BTO C-Serie Win XP Prof UK"
00445,1206,"P4 Intel Server S875WP1 ATX Chipsatz Int"
00445,1254,"Backup Exec 9.1 W2NT Tivoli StoMgr Start Backup ExecTivoli StoMgr Option Sta"
00076,882,"LDT Survey 2004 NLS Sidegrade engl. CD LDT Survey 2004 NLS Sidegrade engl."
00076,1577,"LIG BAB R11 e. Clt Ag LX +2Yr EnterprMnt GLP Brightstor Arcserve R11 e. Clie"
00076,2441,"MILLENNIUM G450 DH 32MB DDR AGP-Anschluss"
00076,336,"Crystal Reports Pro 10.0 mll CD Win Crystal Reports Pro 10.0 mll CD Win"
00076,1506,"Apple iLife 04 CD Mac german Apple iLife 04 CD Mac german 04/ d"
00076,741,"""Monitor 19"""" /47cm Iiyama HM903DT, 130Khz """""""
00381,1693,"""LCD Display 19"""" EIZO L795 digital /analo"""""""
00381,1102,"BrightStor ARCserve v9 Uni AG dt. NW BrightStor ARCserve v9 Uni AG dt. N"
00381,2353,"MS Win Svr Ent 2003/EN CD +25u MS Win Svr Ent 2003/EN CD +25u Micr"
00191,138,"BrightStor ARCserve v9 e. LX MySQL BrightStor ARCserve v9 e. Linux MyS"
00191,1735,"C++Builder X Enterprise e. CD W32 C++Builder X Enterprise e. CD W32"
00191,2475,"LIG BAB R11 Clt Ag MAC +2Yr Value Mnt GLP Brightstor Arcserve R11 e. Clie"
00191,1412,"VGA 128MB FX5900XT-VTD128 MSI DDR AGP8X "
00191,1160,"Apple Remote Desktop v2/DE CD Mac 10u Apple Remote Desktop v2.0 10 Client"
00191,2675,"VGA 128MB FX5700 Asus V9570/TD GF DDR AG"
00161,2017,"iGrafx FlowCharter 2003 e. CD W32 iGrafx FlowCharter 2003 e. CD W32"
00161,1367,"CUGMechan2004DXNLSv.LT2004/i/02dtMaster CUG Mechanical 2004 DX NLS v. LT 20"
00592,318,"Lasejet Color 2550L 64MB 19ppm A4 ! Lase"
00592,836,"Laserjet4200 A4 PAR 110V Fujitsu-Siemen"
00592,2432,"SW SuSE Linux Prof 9.1 dt CD Professional Ausführung / 9.1/ deut"
00592,278,"Inv.Series 7 NLS Sidegrade dt.CD Inv.Series 7 NLS Sidegrade dt. Wech"
00592,1016,"LIG BAB R11 Premium MS Exch Bdl +1Yr Val GLP Brightstor Arcserve R11 Premium"
00592,1698,"Cisco 800 Series IP Plus Feature Pack Cisco 800 Series IOS IP Plus Featur"
00695,623,"CUG LDT2004NLSv.AutoCAD04/02/2000i dt. CAD CUG LDT 2004 NLS v.AutoCAD04/02"
00695,345,"CISCO 836 SERIES IOS IP/FW/PLUS CISCO 836 SERIES IOS IP/FW/PLUS"
00695,943,"After Effects PB 6.5 e. CD Mac After Effects PB 6.5 e. CD Mac 6.5"
00695,2515,"""109P40 Brilliance 19"""" DTR-NF .24 111kHz 1"""""""
00695,1644,"AutoCAD LT Bibliothek Elektrotechnik dt. AutoCAD LT Bibliothek Elektrotechni"
00695,1071,"LIG BAB R11 Lotus Notes +3Yr Enterpr Mnt GLP Brightstor Arcserve R11 Lotus N"
00695,620,"CUG Arch. Desktop 2004NLSv.LTdt.Folgel. ADT 2004 CrossUG NLS von LT dt. CD"
00695,1046,"VGA AX800PRO/TD/256MB, AGP 8x, 1DVI,2VGA"
00695,1790,"Care Pack LaserJet 5500,8550 3J NBD HP C"
00695,1224,"SW Tobit David Home 1user 2Ports CD W32 Tobit# 17045"
00705,1297,"Cisco 2600 IP/FW Plus IPSEC 3DES FP Cisco 2600 IP/Firewall Plus IPSEC 3"
00705,1406,"HD Allegro AL 8LX/36,7GB U320 80p 15krpm"
00705,1225,"CAD Land Desktop 2004 NLS dt. CAD Land Desktop 2004 NLS dt. Netz"
00705,1116,"A7N8X-X SKTA NVNF2ST SND LAN UB2 FSB400 "
00705,2174,"HP DDS 3.0 Secure Workflow HP DDS 3.0 Secure Workflow für 10 G"
00705,1646,"BrightStor ARC Bup TLO R11.1/NON CD W32 BrightStor ARCserve R11 W2NT Tape L"
00705,1977,"TOP x225 Xeon 2.67 2x512MB no HD LAN IBM"
00705,51,"CarePack 12Plus f.Color LaserJet 4xx0 HP"
00705,2542,"SW McAfee VirusScan Pro 8.0 e CD englisch !!!, CD 1User W98/ME/2000"
00380,353,"CUGMap2004NLSv.ACAD2000i/02/04dt.Folge CUG Map2004 NLS v. Auto2000i/2002/2"
00380,1684,"LIG BAB R11 OLO +2Yr Enterpr Mnt GLP Brightstor Arcserve R11 Optical"
00380,1654,"PERSONAL STORAGE 3000LS 80GB Schnittstel"
00380,1796,"HV Mechanical LT 2000i WNT dt. CD HV Mechanical LT 2000i WNT dt. CD"
00380,84,"LaserJet3200 A4 USB PAR Fujitsu-Siemens"
00380,673,"LIG BAB R11 e. Clt Ag LX +3Yr EnterprMnt GLP Brightstor Arcserve R11 e. Clie"
00104,1281,"BrightStor ARCserve v9 e. Open File NW BrightStor ARCserve v9 e. Open File"
00287,2095,"SW Norton Ghost V9.0/EN CD W32 Symantec 10284398-IN 9.0/ englisc"
00287,592,"""E72f+sb/17"""" Fls .25 72kHz TCO99ilv blk E"""""""
00380,464,"Dimensions 3.0 e. CD Win Dimensions 3.0 e. CD Win9x,NT"
00380,2657,"160GB 7.2K SATA150 HDD EZ SWA für IBM eS"
00380,79,"P4 Asus P4P800-E Deluxe/P4 i865PE S478,A"
00380,2348,"Care Pack Color LaserJet 4xx0 HP Care Pa"
00592,2084,"A7V8X-X VIAKT400 ! SND+LAN FSB333 ATA133"
00592,1008,"Cisco 2600 Ser IOS ENT PLUS Feature Pack Cisco 2600 Ser IOS ENT PLUS Feature"
00592,1553,"SW Macromedia Studio MX Plus WIN D http://www.macromedia.com/de/softwa"
00592,2516,"Cat 3550 EM SW Image UPG Cisco Catalyst 3550 Enhanced Multil"
00592,2222,"VGA MSI GeForce FX5200-TD128 AGP8x VGA M"
00592,1842,"VGA PARHELIA 512GPU PCI DH 256MB VGA PAR"
00592,2393,"iSight/640x480 FWire CCD Apple iSight CD Mac"
00020,728,"SW Tobit Faxware 7 for NetWare und W32 d +25 User Start License Tobit 82062"
00020,728,"SW Tobit Faxware 7 for NetWare und W32 d +25 User Start License Tobit 82062"
00020,1306,"""Monitor 19"""" /47cm Belinea 106055 FST.24 9"""""""
00020,2646,"HDD 73,4 GB USCSI 15000rpm H-Swap IBM HD"
00013,2210,"iGrafx Process 2003 dt. CD W32 Process 2003 DE CD W32 2003/ deuts"
00013,279,"""HP CRT S9500 19"""" 1600x1200 .26mm TCO99"""
00013,1078,"Care Pack 3J 13x5x4 f LaserJet 9000MF HP"
00013,1214,"""LCD Display 21"""" Iiyama PLH540S-B black 2"""""""
00013,2360,"BrightStor ARCserve v9 LX e. NAS BrightStor ARCserve v9 Linux e. NAS"
00013,2481,"""LCD Display 15"""" Neovo F-415B schwarz ana"""""""
00013,1439,"""LCD Display 21"""" EIZO CG21-K (schwarz) 21"""""""
00590,512,"Cisco 2600XM Ser IOS IP/FW/IDS IPSE3DES Cisco 2600XM Ser IOS IP/FW/IDS PLUS"
00590,2215,"Architectural Desktop 2004 engl.CDNT Architectural Desktop 2004 engl. CD"
00391,2082,"GLP BrightStor ARCs v9 NW dt. DRO GLP BrightStor ARCs v9 NW dt. DRO"
00391,754,"MAXTOR DiamondMax+9 40GB HDD 7200rpm 8MB"
00391,396,"LIG BAB R11 Lotus Notes GLP Brightstor Arcserve R11 Lotus N"
00391,2247,"Mac OS X Server 10.3/DE CD Mac unl. Mac OS X Server 10.3 Panther CD Mac"
00391,1467,"""LCD Display 18.1"""" Belinea 101830 0,2805m"""""""
00391,2592,"Enterprise Studio for Java 7 EN CD Enterprise Studio for Java 7 EN CD"
00807,75,"LIG BAB R11 Clt Ag MAC +1Yr EnterprMnt GLP Brightstor Arcserve R11 e. Clie"
00807,1253,"""SAMTRON 78E bk 17"""" FST.28 70kHz TCO99 SAM"""""""
00807,2226,"LIG BAB R11 Image Option GLP Brightstor Arcserve R11 Image O"
00471,588,"InterBase 7.x W32 e. Desktop Ed. 100-L. InterBase 7.x f. Win e. Desktop Ed"
00687,1314,"M40 60GB IDE UATA100 2.5IN 9.5Mm 5400RPM"
00687,2036,"LI CAD Land Desktop 2004 NLS dt. LI CAD Land Desktop 2004 NLS dt. Er"
00687,2607,"FSC Admin SW SCOUT eL1-250 User Lizenzen FSC Admin SW SCOUT eL1-250 User Liz"
00687,788,"K7N2Delta-L SockA nForce2 ATX DDR400 K7N"
00257,2661,"""SW TOBIT Extended Telephony Modul für DvISE; Win 98/NT/2000/ME/XP, T"""""""
00257,1467,"""LCD Display 18.1"""" Belinea 101830 0,2805m"""""""
00257,1849,"""107P50 Brilliance 17"""" DTR-NF.25 97kHz 107"""""""
00257,1532,"C++Builder X Personal CD only dt. CD W32 C++BuilderX Perssonal CD onyl dt. C"
00257,1966,"D915GUXL,mATX,915G,DDR2-533,LGA775 MB D9"
00257,733,"VGA MSI GeForce FX5200LE-TD128 AGP8x VGA"
00361,382,"A9200SE/T/128MB RADEON 9200SE 128 MB/ Sp"
00483,758,"HV Mechsoft f. AIS 5.3 opti+DBLink dt. HV Mechsoft f. AIS 5.3 opti+DBLink"
00483,2620,"LIG BAB R11 MS Exchange +1Yr Value Mnt GLP Brightstor Arcserve R11 MS Exch"
00754,2435,"Cisco Secure ACS 2.3.6 UNIX Cisco Secure ACS 2.3.6 UNIX"
00689,1563,"Acrobat Capture 3.0 mll CD Win DNGRP 20K Acrobat Capture 3.0 e CD multi DNGR"
00689,365,"""LCD Display 17"""" Philips 170S4FG 17 """" LCD"""""""
00689,17,"CUG Inventor Series 9 NLSv.Inv5dt.Master CUG Inventor Series 9 NLS v. Invent"
